Store #,# of McDonalds <1 mi,# of Subway <1 mi,# of Wendys <1 mi,# of Burger King <1 mi,# of Taco Bell <1 mi,# of McDonalds <0.5 mi,# of Subway <0.5 mi,# of Wendys <0.5 mi,# of Burger King <0.5 mi,# of Taco Bell <0.5 mi
6578,1,1,0,1,1,1,1,0,1,1
6579,1,1,0,0,0,0,1,0,0,0
6588,1,5,1,0,0,1,1,0,0,0
6590,1,2,0,1,0,1,1,0,0,0
6596,0,1,0,1,0,0,1,0,1,0
6600,1,2,1,0,0,1,1,1,0,0
6606,0,1,0,1,1,0,1,0,0,0
6617,1,0,0,1,1,1,0,0,0,0
6648,1,1,0,0,0,1,0,0,0,0
6666,1,1,0,0,0,1,0,0,0,0
6670,0,1,1,1,1,0,1,0,1,1
6675,1,1,1,1,0,0,1,1,1,0
6676,1,1,0,1,0,0,1,0,1,0
6682,0,0,0,0,0,0,0,0,0,0
6721,0,0,0,0,0,0,0,0,0,0
6722,1,3,0,0,0,0,1,0,0,0
6723,2,3,1,1,0,1,3,0,1,0
6728,0,1,1,1,0,0,1,0,1,0
6738,0,0,0,0,0,0,0,0,0,0
6743,1,1,0,1,0,1,0,0,1,0
6748,1,2,0,1,0,0,1,0,1,0
6751,1,1,0,1,0,1,1,0,0,0
6761,1,2,1,0,0,1,2,0,0,0
6762,1,1,0,0,0,1,1,0,0,0
6764,1,2,1,1,1,1,1,1,0,1
6765,1,1,1,1,0,1,1,1,1,0
6766,1,1,0,0,0,1,1,0,0,0
6767,1,1,1,1,1,1,0,1,1,1
6769,1,1,1,0,0,1,0,1,0,0
6770,1,1,1,1,1,0,1,0,1,1
6776,0,1,0,1,1,0,0,0,1,1
6784,1,1,0,1,0,1,0,0,1,0
6785,1,2,0,1,0,1,2,0,1,0
6786,1,1,1,0,0,0,0,0,0,0
6804,1,1,0,0,0,1,1,0,0,0
6805,0,1,0,0,0,0,0,0,0,0
6821,1,1,1,0,0,1,0,0,0,0
6829,1,3,0,1,0,1,1,0,0,0
6831,1,1,0,0,0,1,1,0,0,0
6834,1,1,0,1,0,1,1,0,1,0
6837,2,1,1,0,0,2,1,1,0,0
6840,1,1,1,0,0,1,1,1,0,0
6841,1,2,0,1,0,0,0,0,0,0
6842,1,2,1,0,0,1,2,1,0,0
6844,1,2,1,1,0,1,2,0,0,0
6860,1,1,1,1,0,1,1,0,1,0
6862,1,2,1,1,0,0,1,1,1,0
6867,0,0,0,0,0,0,0,0,0,0
6872,0,1,0,0,0,0,1,0,0,0
6878,1,1,0,0,0,1,1,0,0,0
6879,0,1,0,0,0,0,1,0,0,0
6880,1,4,1,1,0,1,3,1,0,0
6881,1,2,1,0,0,1,1,1,0,0
6887,1,2,0,0,0,0,0,0,0,0
6889,1,1,0,1,0,0,1,0,1,0
6900,1,2,0,0,0,1,2,0,0,0
6903,1,1,1,0,0,0,1,1,0,0
6907,1,1,0,0,0,1,1,0,0,0
6908,0,1,0,0,0,0,0,0,0,0
6920,0,1,0,0,0,0,1,0,0,0
6921,0,1,0,0,0,0,1,0,0,0
6951,1,1,1,0,0,1,1,1,0,0
6956,1,0,0,1,0,1,0,0,1,0
6957,1,1,0,0,0,1,1,0,0,0
6962,2,2,0,1,0,0,0,0,0,0
6970,1,1,0,0,0,1,1,0,0,0
6972,3,3,1,1,0,1,1,0,1,0
6976,1,2,0,0,1,1,1,0,0,0
6980,0,0,0,0,0,0,0,0,0,0
6999,0,1,2,0,0,0,0,1,0,0
7003,1,1,0,1,0,1,1,0,1,0
7004,1,1,0,1,0,0,1,0,1,0
7008,1,1,1,0,0,1,1,1,0,0
7017,0,2,1,1,0,0,1,1,1,0
7024,1,2,0,1,0,1,1,0,1,0
7038,1,2,1,1,1,1,2,1,0,1
7046,0,0,0,0,0,0,0,0,0,0
7047,1,2,1,1,0,1,2,1,1,0
7058,0,2,1,0,0,0,1,0,0,0
7064,1,1,0,0,0,1,1,0,0,0
7076,1,1,1,0,1,0,0,1,0,0
7097,1,2,1,1,0,0,2,1,1,0
7103,1,2,1,0,0,1,2,1,0,0
7104,1,2,1,1,0,0,1,1,1,0
7105,0,1,0,0,0,0,1,0,0,0
7119,1,1,1,0,0,1,1,0,0,0
7120,0,0,1,0,0,0,0,1,0,0
7124,3,3,1,0,0,2,0,1,0,0
7166,1,0,0,0,0,1,0,0,0,0
7168,2,1,1,1,0,2,1,1,1,0
7182,1,8,0,0,0,0,6,0,0,0
7187,1,1,1,0,1,1,0,0,0,1
7190,1,1,1,1,0,0,0,1,1,0
7194,1,1,0,1,0,1,1,0,1,0
7199,1,1,0,1,0,0,1,0,0,0
7201,0,1,0,1,0,0,1,0,1,0
7213,0,2,1,1,0,0,1,0,1,0
7222,1,2,1,1,0,1,1,0,0,0
7223,1,2,1,1,0,1,1,0,1,0
7238,0,2,0,0,0,0,2,0,0,0
7242,1,1,0,0,0,0,1,0,0,0
7243,1,0,0,1,0,1,0,0,1,0
7261,1,1,0,1,0,1,0,0,1,0
7262,1,1,0,0,0,1,1,0,0,0
7263,1,0,0,0,0,1,0,0,0,0
7264,1,1,1,0,0,1,1,1,0,0
7265,1,3,1,1,0,1,2,1,1,0
7267,1,1,1,1,0,0,0,1,1,0
7268,1,3,1,1,0,0,1,0,1,0
7273,1,1,0,0,1,1,1,0,0,1
7280,0,1,0,1,0,0,1,0,1,0
7282,2,1,1,1,1,2,1,1,1,1
7285,1,1,0,0,0,1,1,0,0,0
7287,1,1,0,0,0,1,1,0,0,0
7297,1,1,0,0,0,1,1,0,0,0
7299,1,1,0,1,0,1,1,0,1,0
7305,0,1,0,0,0,0,1,0,0,0
7311,0,1,0,0,0,0,0,0,0,0
7313,1,2,0,1,1,1,2,0,0,0
7322,1,0,0,0,0,1,0,0,0,0
7327,2,1,1,1,0,1,1,0,0,0
7328,0,1,0,0,0,0,1,0,0,0
7331,0,1,0,0,0,0,1,0,0,0
7341,0,1,1,1,0,0,0,1,0,0
7350,2,2,0,0,0,1,2,0,0,0
7351,1,1,1,0,0,0,0,0,0,0
7352,1,1,1,0,0,1,1,1,0,0
7363,1,2,1,0,0,1,1,0,0,0
7366,1,0,1,1,0,1,0,1,1,0
7375,0,1,0,1,0,0,1,0,1,0
7377,2,1,0,1,1,1,1,0,0,0
7380,0,3,1,2,0,0,2,1,1,0
7381,1,1,0,1,1,1,1,0,1,1
7393,1,0,0,0,0,1,0,0,0,0
7395,0,2,0,1,1,0,1,0,1,0
7399,1,2,0,0,0,1,2,0,0,0
7402,1,0,1,1,0,0,0,1,0,0
7408,0,2,0,0,0,0,0,0,0,0
7409,1,1,1,1,0,1,1,1,1,0
7412,1,1,0,0,0,1,1,0,0,0
7416,1,1,1,0,0,1,0,1,0,0
7417,1,1,1,0,0,0,0,0,0,0
7418,0,1,0,0,0,0,1,0,0,0
7419,0,1,0,1,0,0,1,0,0,0
7420,1,1,1,0,0,0,0,0,0,0
7421,1,0,0,0,0,1,0,0,0,0
7422,1,1,1,0,0,1,1,1,0,0
7424,3,2,1,1,0,1,1,1,0,0
7428,1,1,0,1,1,0,0,0,0,0
7437,1,2,1,1,0,1,2,1,0,0
7438,1,2,0,0,0,1,2,0,0,0
7440,1,1,0,0,0,1,1,0,0,0
7457,1,1,0,0,0,1,0,0,0,0
7458,1,0,0,0,0,1,0,0,0,0
7471,1,1,0,0,0,1,1,0,0,0
7476,0,1,0,1,0,0,1,0,1,0
7481,1,2,1,0,0,1,1,1,0,0
7482,1,1,0,0,0,1,1,0,0,0
7483,0,1,0,1,0,0,1,0,1,0
7484,1,2,1,1,0,1,0,1,1,0
7493,1,1,1,1,1,1,1,0,0,1
7498,2,1,1,1,0,2,1,1,1,0
7507,0,1,0,0,0,0,0,0,0,0
7520,0,1,1,0,0,0,1,1,0,0
7521,1,1,1,0,0,1,1,1,0,0
7522,1,1,0,0,0,1,1,0,0,0
7524,1,1,1,0,0,1,1,1,0,0
7536,1,2,1,0,0,1,1,1,0,0
7552,1,1,0,0,0,1,1,0,0,0
7553,1,1,0,1,1,0,0,0,0,1
7556,1,2,1,1,0,1,0,1,1,0
7557,1,1,1,1,0,0,0,0,0,0
7564,1,3,1,0,0,1,2,0,0,0
7569,1,2,1,0,0,0,1,1,0,0
7570,1,1,0,1,0,1,1,0,1,0
7575,1,1,1,0,0,1,1,1,0,0
7582,1,1,0,1,0,1,1,0,1,0
7583,0,1,0,0,0,0,1,0,0,0
7584,1,5,0,0,0,1,2,0,0,0
7600,1,2,0,0,1,1,2,0,0,1
7601,0,1,0,0,0,0,1,0,0,0
7605,3,2,0,2,1,3,1,0,1,0
7606,1,1,1,0,1,0,1,0,0,0
7608,2,1,0,1,0,0,0,0,0,0
7609,1,1,1,0,0,0,1,1,0,0
7611,0,1,1,1,0,0,1,0,1,0
7612,0,0,1,1,0,0,0,1,0,0
7616,0,1,0,0,0,0,1,0,0,0
7617,1,1,1,1,0,1,1,1,0,0
7618,1,2,0,0,0,1,2,0,0,0
7619,1,2,1,1,1,1,1,1,1,1
7620,0,0,0,0,0,0,0,0,0,0
7621,1,1,0,1,0,1,1,0,1,0
7622,1,1,0,1,0,1,1,0,1,0
7623,1,2,1,0,0,1,2,1,0,0
7624,0,1,1,0,0,0,1,1,0,0
7625,1,1,0,1,0,1,1,0,1,0
7626,0,1,1,0,0,0,1,1,0,0
7627,1,2,1,1,0,1,1,1,1,0
7628,1,1,1,1,1,1,0,0,0,1
7633,1,2,1,1,0,1,1,1,1,0
7634,2,1,1,0,1,1,1,0,0,0
7635,1,2,0,0,0,1,1,0,0,0
7636,0,2,1,0,0,0,2,1,0,0
7637,1,1,0,1,0,1,1,0,1,0
7638,1,2,0,1,0,1,2,0,1,0
7641,1,2,1,0,0,0,0,1,0,0
7643,0,1,0,0,0,0,1,0,0,0
7647,1,0,1,0,0,0,0,1,0,0
7650,1,0,0,1,1,1,0,0,1,1
7653,1,1,0,0,0,1,1,0,0,0
7654,1,1,0,0,0,1,0,0,0,0
7655,0,1,0,0,0,0,1,0,0,0
7656,1,2,1,1,1,1,0,1,1,1
7657,1,1,1,0,0,1,1,1,0,0
7663,2,4,0,1,0,2,1,0,0,0
7665,1,2,0,1,0,1,2,0,1,0
7666,0,1,0,0,0,0,1,0,0,0
7667,0,1,0,0,0,0,1,0,0,0
7670,0,2,0,0,0,0,2,0,0,0
7671,1,2,0,1,1,0,1,0,0,0
7676,1,1,0,0,0,1,1,0,0,0
7677,1,1,1,0,0,1,0,1,0,0
7678,0,1,1,0,1,0,1,1,0,1
7679,0,1,0,0,0,0,1,0,0,0
7680,1,2,0,1,1,1,2,0,1,1
7681,1,2,0,1,1,1,1,0,0,0
7682,1,1,0,0,0,1,1,0,0,0
7683,1,1,1,1,1,0,0,1,0,1
7686,0,1,0,0,0,0,1,0,0,0
7687,0,1,0,0,0,0,1,0,0,0
7689,0,0,1,0,0,0,0,1,0,0
7690,1,2,0,0,0,1,2,0,0,0
7691,1,1,1,1,1,1,1,1,1,1
7692,0,0,0,1,1,0,0,0,1,1
7693,1,2,1,0,1,1,1,1,0,1
7694,1,1,1,1,1,0,0,1,1,1
7695,1,1,0,0,1,1,1,0,0,0
7696,1,1,1,1,0,1,0,0,0,0
7697,1,1,1,0,0,1,1,1,0,0
7698,1,1,1,0,0,1,0,0,0,0
7699,0,1,1,1,1,0,1,1,0,1
7706,1,1,1,0,0,1,0,1,0,0
7709,1,2,0,0,1,1,2,0,0,1
7710,1,1,1,0,1,1,0,1,0,1
7712,0,2,0,0,0,0,1,0,0,0
7719,1,1,0,0,0,1,1,0,0,0
7723,1,1,0,0,0,1,1,0,0,0
7733,1,2,0,0,0,1,1,0,0,0
7743,1,1,0,1,0,1,1,0,1,0
7744,1,2,1,1,0,0,1,0,0,0
7745,1,4,0,0,0,1,2,0,0,0
7746,1,2,1,1,0,0,2,0,1,0
7747,1,1,0,0,0,1,1,0,0,0
7748,1,1,0,1,0,0,1,0,0,0
7757,1,1,0,0,0,1,1,0,0,0
7760,1,1,0,0,0,0,1,0,0,0
7761,0,1,0,0,0,0,1,0,0,0
7764,1,1,0,0,0,1,1,0,0,0
7765,0,1,0,0,0,0,1,0,0,0
7767,1,1,1,1,0,0,0,1,1,0
7780,0,1,0,0,0,0,1,0,0,0
7781,2,2,0,1,0,0,1,0,1,0
7795,3,2,2,0,0,1,1,0,0,0
7797,1,0,1,0,0,1,0,1,0,0
7799,2,2,1,0,0,1,1,0,0,0
7845,0,1,0,0,0,0,1,0,0,0
7858,0,1,0,0,0,0,1,0,0,0
7866,2,1,1,1,0,2,1,1,0,0
7867,1,2,1,0,0,1,2,1,0,0
7868,1,2,0,0,0,1,2,0,0,0
7869,1,2,1,1,0,1,0,1,1,0
7876,0,1,0,0,0,0,1,0,0,0
7884,2,2,1,1,0,2,1,1,1,0
7885,0,1,0,0,0,0,1,0,0,0
7887,1,2,1,1,0,1,0,1,1,0
7888,1,0,1,0,0,1,0,0,0,0
7897,1,1,0,1,0,1,1,0,1,0
7898,0,1,0,1,0,0,1,0,1,0
7907,1,2,0,1,0,1,1,0,1,0
7913,0,2,1,0,0,0,2,1,0,0
7917,0,1,0,0,0,0,1,0,0,0
7918,1,0,0,0,0,1,0,0,0,0
7927,1,0,0,0,0,0,0,0,0,0
7935,1,3,0,0,0,0,1,0,0,0
7937,1,1,1,1,0,0,0,1,1,0
7944,1,1,0,0,0,1,1,0,0,0
7949,1,1,1,1,0,0,1,0,0,0
7951,1,1,1,1,0,1,1,1,1,0
7953,0,2,1,1,0,0,2,0,1,0
7957,0,1,1,0,0,0,1,1,0,0
7964,1,2,1,1,0,1,2,1,0,0
7967,0,1,0,1,0,0,1,0,1,0
7979,1,1,1,1,0,1,1,0,1,0
7981,0,0,1,1,0,0,0,1,0,0
7984,1,1,0,0,0,1,1,0,0,0
7985,1,0,0,0,0,1,0,0,0,0
7990,2,5,2,0,0,0,3,2,0,0
7992,0,1,0,1,0,0,1,0,1,0
7994,0,0,0,0,0,0,0,0,0,0
7997,1,1,1,1,0,1,1,1,1,0
7998,1,1,0,0,0,1,1,0,0,0
7999,1,1,1,0,0,1,0,1,0,0
8033,1,1,0,1,0,0,1,0,0,0
8038,1,3,0,0,0,1,2,0,0,0
8039,1,1,1,1,0,0,0,1,1,0
8049,2,1,1,0,0,2,1,1,0,0
8058,1,2,1,0,0,1,0,1,0,0
8082,1,1,1,0,0,1,1,1,0,0
8200,0,0,0,1,0,0,0,0,0,0
8201,1,1,0,0,1,0,1,0,0,1
8207,1,1,0,0,0,1,1,0,0,0
8213,1,1,0,0,0,1,1,0,0,0
8219,1,2,1,1,0,1,2,0,1,0
8227,1,1,0,1,0,1,1,0,0,0
8235,1,1,0,0,0,1,1,0,0,0
8236,1,1,0,0,0,0,1,0,0,0
8240,0,0,0,0,0,0,0,0,0,0
8253,1,1,0,0,0,1,1,0,0,0
8254,1,2,1,0,0,1,2,1,0,0
8255,1,4,1,1,0,1,1,1,0,0
8265,1,1,1,0,0,0,1,0,0,0
8269,1,0,0,1,0,1,0,0,1,0
8276,1,2,0,0,0,1,2,0,0,0
8286,1,2,1,1,0,0,0,1,0,0
8287,1,2,1,1,0,1,1,1,1,0
8288,1,0,1,0,1,1,0,1,0,1
8291,2,1,1,1,0,1,1,1,0,0
8294,1,2,1,0,1,1,0,1,0,1
8295,1,2,1,0,0,1,2,1,0,0
8304,1,1,1,0,1,1,1,1,0,1
8309,0,0,1,0,0,0,0,1,0,0
8310,2,1,0,0,0,2,1,0,0,0
8323,1,2,1,0,0,1,2,1,0,0
8326,1,1,1,1,1,1,0,0,0,0
8331,1,1,0,0,0,1,1,0,0,0
8333,1,2,1,1,0,0,1,1,1,0
8335,1,1,1,0,1,0,0,1,0,1
8337,2,2,1,0,0,1,1,1,0,0
8338,0,3,1,0,0,0,2,1,0,0
8344,2,1,1,1,0,1,1,0,0,0
8346,1,2,1,0,0,1,1,1,0,0
8354,0,1,0,0,0,0,0,0,0,0
8361,1,2,1,1,0,1,1,1,1,0
8363,1,1,0,0,0,0,1,0,0,0
8368,0,1,0,0,0,0,0,0,0,0
8372,0,1,0,0,0,0,1,0,0,0
8379,1,2,0,0,0,1,1,0,0,0
8380,0,0,0,0,0,0,0,0,0,0
8381,1,2,0,0,0,0,0,0,0,0
8414,1,2,1,0,0,0,1,1,0,0
8415,1,1,0,0,0,0,0,0,0,0
8422,1,1,0,0,0,1,1,0,0,0
8423,0,1,0,0,0,0,1,0,0,0
8424,1,2,1,0,0,0,2,1,0,0
8426,1,1,0,1,0,1,1,0,0,0
8429,1,1,0,1,0,1,1,0,1,0
8434,0,4,0,0,0,0,2,0,0,0
8435,1,2,1,0,1,1,1,1,0,1
8436,4,14,0,0,0,3,9,0,0,0
8438,1,2,1,1,1,1,0,0,1,1
8441,2,0,1,1,0,2,0,1,1,0
8442,1,2,1,0,0,0,0,0,0,0
8443,2,2,1,1,0,1,1,0,0,0
8445,0,1,0,0,0,0,1,0,0,0
8446,0,1,0,0,0,0,0,0,0,0
8448,1,1,0,0,0,1,1,0,0,0
8452,1,1,0,0,0,0,0,0,0,0
8454,0,1,1,0,0,0,0,1,0,0
8455,0,1,0,0,0,0,1,0,0,0
8456,1,0,0,0,0,1,0,0,0,0
8460,1,1,0,1,0,0,1,0,0,0
8461,1,1,1,1,0,1,0,0,0,0
8464,0,2,1,0,0,0,0,0,0,0
8469,1,1,1,1,0,1,0,1,0,0
8471,0,0,0,0,0,0,0,0,0,0
8474,1,2,0,1,0,1,1,0,1,0
8475,1,2,1,1,0,0,2,1,1,0
8484,0,0,0,0,0,0,0,0,0,0
8485,0,2,1,1,0,0,1,1,0,0
8486,1,1,1,1,0,1,1,1,1,0
8487,1,0,0,0,0,1,0,0,0,0
8488,1,1,0,0,0,1,1,0,0,0
8491,1,1,1,1,0,1,1,1,0,0
8494,1,1,0,0,0,1,1,0,0,0
8499,0,0,0,0,0,0,0,0,0,0
8500,2,2,1,1,0,1,0,0,1,0
8501,0,0,0,1,0,0,0,0,1,0
8503,1,1,0,0,0,0,1,0,0,0
8506,1,1,0,0,0,1,0,0,0,0
8507,1,1,1,1,0,1,1,1,1,0
8509,1,1,0,0,0,0,1,0,0,0
